#NAME?,RF AUSTRIA GVT BMK BID YLD 10Y - RED. YIELD,RF BELGIUM GVT BMK BID YLD 10Y - RED. YIELD,RF CYPRUS GVT BMK BID YLD 10Y - RED. YIELD,RF GERMANY GVT BMK BID YLD 10Y - RED. YIELD,RF SPAIN GVT BMK BID YLD 10Y - RED. YIELD,RF FINLAND GVT BMK BID YLD 10Y - RED. YIELD,RF FRANCE GVT BMK BID YLD 10Y - RED. YIELD,RF GREECE GVT BMK BID YLD 10Y - RED. YIELD,RF IRELAND GVT BMK BID YLD 10Y - RED. YIELD,RF ITALY GVT BMK BID YLD 10Y - RED. YIELD,RF LITHUANIA GVT BMK BID YLD 10Y - RED. YIELD,#ERROR,RF LATVIA GVT BMK BID YLD 10Y DISC - RED. YIELD,RF MALTA GVT BMK BID YLD 10Y - RED. YIELD,RF NETHERLANDS GVT BMK BID YLD 10Y - RED. YIELD,RF PORTUGAL GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVENIA GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVAKIA GVT BMK BID YLD 10Y - RED. YIELD,RFV DEM 6M IRS 10Y - MIDDLE RATE,
13-06-2023,3.071,3.085,3.802,2.426,3.375,2.982,2.952,3.707,2.783,4.067,4.35,,0.549,3.624,2.772,3.107,3.275,3.697,3.017,
14-06-2023,3.098,3.109,3.844,2.445,3.407,3.017,2.975,3.774,2.816,4.096,4.35,,0.549,3.672,2.79,3.139,3.375,3.714,3.036,
15-06-2023,3.151,3.157,3.893,2.505,3.446,3.072,3.026,3.849,2.864,4.141,4.35,,0.549,3.716,2.847,3.176,3.52,3.781,3.089,
16-06-2023,3.088,3.106,3.88,2.464,3.378,3.008,2.97,3.785,2.82,4.036,4.35,,0.549,3.737,2.785,3.106,3.455,3.708,3.06,
19-06-2023,3.152,3.149,3.927,2.517,3.44,3.069,3.032,3.819,2.879,4.129,4.35,,0.549,3.675,2.855,3.166,3.545,3.791,3.105,
20-06-2023,3.05,3.04,3.853,2.406,3.344,2.975,2.928,3.723,2.776,4.028,4.45,,0.549,3.69,2.749,3.087,3.474,3.633,3.005,
21-06-2023,3.074,3.073,3.822,2.429,3.37,2.99,2.958,3.74,2.813,4.052,4.45,,0.549,3.675,2.774,3.121,3.414,3.714,3.037,
22-06-2023,3.123,3.147,3.867,2.486,3.444,3.062,3.02,3.724,2.882,4.126,4.45,,0.549,3.665,2.842,3.18,3.412,3.758,3.094,
23-06-2023,2.987,3.015,3.733,2.359,3.322,3.062,2.887,3.6,2.743,3.999,4.45,,0.549,3.659,2.712,3.056,3.288,3.557,2.969,
26-06-2023,2.951,2.982,3.701,2.3,3.269,2.869,2.834,3.564,2.704,3.94,4.45,,0.549,3.636,2.647,3.023,3.218,3.555,2.932,
27-06-2023,3.013,3.023,3.718,2.365,3.328,2.933,2.892,3.556,2.764,4.003,4.32,,0.549,3.621,2.708,3.064,3.22,3.574,2.982,
28-06-2023,2.96,2.976,3.701,2.314,3.293,2.892,2.846,3.606,2.727,3.977,4.32,,0.549,3.652,2.66,3.045,3.224,3.517,2.947,
29-06-2023,3.069,3.072,3.815,2.413,3.404,2.981,2.95,3.692,2.849,4.091,4.35,,0.549,3.652,2.752,3.137,3.237,3.611,3.034,
30-06-2023,3.047,3.056,3.797,2.394,3.385,2.96,2.935,3.722,2.819,4.072,4.35,,0.549,3.727,2.739,3.133,3.307,3.629,3.008,
03-07-2023,3.081,3.095,3.785,2.432,3.441,3.006,2.979,3.716,2.859,4.148,4.35,,0.549,3.696,2.779,3.186,3.292,3.686,3.049,
04-07-2023,3.096,3.123,3.845,2.455,3.471,3.028,3.002,3.792,2.884,4.203,4.37,,0.549,3.778,2.817,3.207,3.349,3.709,3.0505,
05-07-2023,3.109,3.138,3.807,2.479,3.532,3.035,3.022,3.774,2.9,4.17,4.37,,0.549,3.779,2.833,3.208,3.316,3.709,3.101,
06-07-2023,3.283,3.306,3.927,2.628,3.699,3.209,3.191,3.953,3.068,4.383,4.37,,0.549,3.809,2.992,3.381,3.406,3.9,3.247,
07-07-2023,3.28,3.297,3.948,2.636,3.686,3.197,3.188,3.993,3.066,4.358,4.37,,0.549,3.888,2.989,3.362,3.507,3.921,3.258,
10-07-2023,3.274,3.299,3.947,2.632,3.68,3.208,3.188,4.074,3.07,4.364,4.14,,0.549,3.889,2.99,3.378,3.532,3.895,3.253,
11-07-2023,3.294,3.323,3.932,2.649,3.715,3.217,3.21,4.09,3.085,4.419,4.5,,0.549,3.887,3.017,3.417,3.488,3.899,3.259,
12-07-2023,3.197,3.217,3.863,2.548,3.602,3.121,3.106,4.029,2.974,4.277,4.5,,0.549,3.89,2.913,3.308,3.498,3.839,3.165,
13-07-2023,3.109,3.136,3.693,2.465,3.507,3.034,3.021,3.899,2.882,4.155,4.45,,0.549,3.736,2.83,3.206,3.333,3.747,3.08,
14-07-2023,3.124,3.151,3.739,2.475,3.529,3.043,3.037,3.963,2.913,4.173,4.45,,0.549,3.731,2.839,3.229,3.431,3.804,3.111,
17-07-2023,3.093,3.134,3.718,2.453,3.518,3.03,3.013,3.961,2.89,4.171,4.43,,0.549,3.749,2.82,3.225,3.417,3.754,3.076,
18-07-2023,2.99,3.024,3.615,2.348,3.386,2.899,2.905,3.809,2.786,4.013,4.38,,0.549,3.664,2.714,3.088,3.328,3.645,2.982,
19-07-2023,3.053,3.076,3.641,2.397,3.439,2.986,2.96,3.79,2.832,4.074,4.37,,0.549,3.584,2.761,3.141,3.299,3.71,3.0085,
20-07-2023,3.101,3.128,3.685,2.45,3.484,3.047,3.012,3.839,2.892,4.112,4.39,,0.549,3.678,2.81,3.188,3.372,3.758,3.097,
21-07-2023,3.076,3.101,3.684,2.428,3.463,3.025,2.986,3.797,2.867,4.069,4.39,,0.549,3.713,2.788,3.161,3.396,3.729,3.085,
24-07-2023,3.039,3.061,3.648,2.389,3.434,2.99,2.947,3.752,2.82,4.024,4.41,,0.549,3.67,2.747,3.126,3.312,3.659,3.036,
25-07-2023,3.044,3.077,3.667,2.401,3.454,3.001,2.963,3.759,2.822,4.073,4.4,,0.549,3.674,2.773,3.154,3.349,3.654,3.032,
26-07-2023,3.109,3.133,3.683,2.455,3.509,3.051,3.012,3.765,2.883,4.111,4.4,,0.549,3.68,2.815,3.206,3.337,3.738,3.08,
27-07-2023,3.067,3.128,3.661,2.435,3.472,3.038,2.992,3.732,2.865,4.065,4.389,,0.549,3.7,2.784,3.174,3.348,3.708,3.071,
28-07-2023,3.104,3.134,3.666,2.455,3.506,3.053,3.026,3.818,2.892,4.105,4.377,,0.549,3.733,2.804,3.202,3.323,3.632,3.085,
31-07-2023,3.119,3.136,3.665,2.467,3.516,3.057,3.03,3.772,2.894,4.11,4.02,,0.549,3.733,2.822,3.222,3.369,3.721,3.078,
01-08-2023,3.165,3.194,3.675,2.523,3.578,3.125,3.094,3.844,2.972,4.187,3.989,,0.549,3.703,2.882,3.299,3.404,3.787,3.138,
02-08-2023,3.155,3.185,3.693,2.507,3.579,3.1,3.081,3.8,2.942,4.192,4.01,,0.549,3.751,2.87,3.281,3.396,3.791,3.124,
03-08-2023,3.188,3.224,3.725,2.554,3.62,3.138,3.116,3.887,2.995,4.249,4.038,,0.549,3.785,2.925,3.32,3.454,3.828,3.1875,
04-08-2023,3.168,3.212,3.784,2.538,3.599,3.136,3.102,3.838,2.967,4.226,4.034,,0.549,3.815,2.901,3.295,3.524,3.834,3.146,
07-08-2023,3.181,3.231,3.797,2.561,3.629,3.17,3.124,3.892,2.991,4.254,4.034,,0.549,3.763,2.923,3.321,3.506,3.798,3.203,
08-08-2023,3.071,3.121,3.756,2.442,3.509,3.029,3,3.8,2.859,4.135,4.024,,0.549,3.692,2.805,3.213,3.335,3.726,3.08,
09-08-2023,3.097,3.144,3.803,2.466,3.523,3.057,3.027,3.845,2.892,4.146,4.02,,0.549,3.671,2.838,3.22,3.444,3.74,3.094,
10-08-2023,3.139,3.183,3.797,2.503,3.548,3.095,3.066,3.813,2.935,4.147,4.028,,0.549,3.709,2.875,3.267,3.449,3.787,3.122,
11-08-2023,3.232,3.27,3.893,2.621,3.635,3.185,3.155,3.911,3.02,4.253,4.056,,0.549,3.755,2.955,3.332,3.497,3.872,3.219,
14-08-2023,3.242,3.293,3.915,2.637,3.651,3.205,3.175,3.928,3.042,4.278,4.355,,0.549,3.786,2.971,3.348,3.497,3.832,3.23,
15-08-2023,3.288,3.34,3.915,2.677,3.712,3.258,3.222,3.928,3.088,4.357,4.355,,0.549,3.786,3.016,3.404,3.497,3.894,3.271,
16-08-2023,3.257,3.307,3.97,2.643,3.694,3.223,3.187,3.966,3.066,4.348,4.198,,0.549,3.824,2.982,3.398,3.592,3.901,3.243,
17-08-2023,3.313,3.364,4.02,2.699,3.754,3.277,3.246,4.002,3.114,4.411,4.246,,0.549,3.861,3.045,3.439,3.638,3.959,3.2785,
18-08-2023,3.235,3.293,3.946,2.62,3.678,3.205,3.17,3.963,3.029,4.326,4.239,,0.549,3.8,2.969,3.362,3.549,3.852,3.227,
21-08-2023,3.313,3.358,4.013,2.706,3.756,3.289,3.248,4.019,3.11,4.406,4.245,,0.549,3.81,3.053,3.45,3.616,3.963,3.293,
22-08-2023,3.249,3.323,3.983,2.655,3.689,3.226,3.183,3.99,3.037,4.32,4.249,,0.549,3.854,3.001,3.38,3.613,3.944,3.23,
23-08-2023,3.133,3.168,3.85,2.52,3.546,3.101,3.051,3.867,2.903,4.174,4.165,,0.549,3.774,2.867,3.231,3.485,3.775,3.113,
24-08-2023,3.136,3.174,3.844,2.523,3.55,3.098,3.054,3.856,2.902,4.187,4.156,,0.549,3.676,2.862,3.238,3.481,3.737,3.112,
25-08-2023,3.161,3.224,3.902,2.556,3.583,3.132,3.089,3.886,2.95,4.232,4.162,,0.549,3.723,2.894,3.291,3.493,3.778,3.158,
28-08-2023,3.167,3.205,3.895,2.566,3.587,3.134,3.092,3.89,2.963,4.232,4.185,,0.549,3.757,2.903,3.282,3.519,3.833,3.156,
29-08-2023,3.12,3.161,3.856,2.51,3.527,3.076,3.034,3.884,2.909,4.155,4.16,,0.549,3.737,2.845,3.219,3.508,3.833,3.093,
30-08-2023,3.145,3.163,3.877,2.536,3.549,3.1,3.059,3.868,2.965,4.185,4.139,,0.549,3.75,2.867,3.246,3.564,3.826,3.118,
31-08-2023,3.059,3.091,3.8,2.471,3.488,3.024,2.993,3.799,2.848,4.127,4.125,,0.549,3.697,2.801,3.209,3.477,3.749,3.035,
01-09-2023,3.145,3.17,3.855,2.545,3.569,3.092,3.07,3.816,2.933,4.234,4.101,,0.549,3.689,2.882,3.273,3.365,3.749,3.1175,
04-09-2023,3.176,3.192,3.907,2.577,3.613,3.138,3.106,3.942,2.964,4.295,4.11,,0.549,3.769,2.913,3.309,3.407,3.856,3.147,
05-09-2023,3.204,3.229,3.928,2.608,3.654,3.157,3.141,3.938,2.999,4.343,4.143,,0.549,3.781,2.938,3.357,3.464,3.872,3.174,
06-09-2023,3.244,3.293,3.974,2.656,3.709,3.209,3.194,3.988,3.044,4.41,4.178,,0.549,3.841,2.992,3.414,3.484,3.913,3.195,
07-09-2023,3.205,3.249,3.936,2.618,3.655,3.172,3.149,3.984,3.003,4.351,4.191,,0.549,3.83,2.953,3.364,3.512,3.885,3.163,
08-09-2023,3.184,3.236,3.924,2.598,3.638,3.146,3.136,3.973,3.009,4.339,4.17,,0.549,3.83,2.934,3.34,3.495,3.885,3.161,
11-09-2023,3.221,3.271,3.965,2.635,3.689,3.182,3.175,4.019,3.032,4.392,4.191,,0.549,3.831,2.977,3.383,3.509,3.906,3.188,
12-09-2023,3.236,3.284,3.966,2.641,3.696,3.21,3.184,4.044,3.041,4.401,4.181,,0.549,3.833,2.98,3.375,3.507,3.894,3.193,
13-09-2023,3.247,3.295,4.001,2.653,3.723,3.201,3.199,4.068,3.056,4.457,4.208,,0.549,3.874,2.994,3.415,3.556,3.911,3.207,
14-09-2023,3.188,3.224,3.943,2.595,3.642,3.135,3.129,3.99,2.99,4.354,4.201,,0.549,3.868,2.929,3.328,3.513,3.86,3.138,
15-09-2023,3.262,3.308,4.001,2.669,3.737,3.224,3.217,4.111,3.084,4.461,4.198,,0.549,3.84,3.008,3.422,3.531,3.86,3.207,
18-09-2023,3.304,3.354,4.046,2.717,3.789,3.279,3.266,4.182,3.118,4.518,4.24,,0.549,3.899,3.059,3.459,3.586,4.018,3.24,
19-09-2023,3.341,3.376,4.064,2.738,3.801,3.3,3.288,4.157,3.145,4.524,4.242,,0.549,3.912,3.082,3.473,3.605,4.046,3.261,
20-09-2023,3.292,3.328,4.008,2.703,3.752,3.259,3.237,4.11,3.097,4.454,4.239,,0.549,3.939,3.045,3.427,3.605,4.006,3.229,
21-09-2023,3.338,3.382,4.031,2.747,3.808,3.296,3.292,4.18,3.141,4.553,4.293,,0.549,3.939,3.088,3.482,3.605,3.954,3.272,
22-09-2023,3.32,3.373,4.028,2.736,3.81,3.291,3.287,4.23,3.146,4.582,4.289,,0.549,3.905,3.065,3.505,3.606,3.962,3.279,
25-09-2023,3.378,3.425,4.061,2.789,3.863,3.335,3.341,4.275,3.195,4.653,4.33,,0.549,3.949,3.121,3.544,3.669,4.075,3.341,
26-09-2023,3.408,3.453,4.068,2.799,3.895,3.362,3.36,4.304,3.211,4.73,4.341,,0.549,4.007,3.142,3.563,3.641,4.03,3.349,
27-09-2023,3.43,3.486,4.101,2.832,3.932,3.405,3.398,4.322,3.259,4.777,4.358,,0.549,4.003,3.177,3.606,3.651,4.147,3.377,
28-09-2023,3.59,3.625,4.246,2.968,4.063,3.56,3.535,4.51,3.346,4.92,4.509,,0.549,4.073,3.322,3.747,3.826,4.186,3.461,
29-09-2023,3.451,3.493,4.114,2.838,3.931,3.416,3.402,4.354,3.25,4.786,4.465,,0.549,4.064,3.183,3.593,3.761,4.133,3.39,
02-10-2023,3.525,3.559,4.16,2.911,3.99,3.496,3.473,4.386,3.335,4.801,4.508,,0.549,4.05,3.253,3.652,3.764,4.149,3.474,
03-10-2023,3.583,3.623,4.202,2.956,4.056,3.563,3.523,4.418,3.382,4.922,4.556,,0.549,4.099,3.308,3.688,3.835,4.243,3.524,
04-10-2023,3.571,3.609,4.223,2.941,4.032,3.547,3.499,4.416,3.343,4.889,4.554,,0.549,4.201,3.294,3.664,3.838,4.204,3.478,
05-10-2023,3.53,3.57,4.168,2.885,4.003,3.5,3.464,4.347,3.317,4.9,4.454,,0.549,4.185,3.244,3.636,3.824,4.112,3.406,
06-10-2023,3.544,3.573,4.194,2.891,4.01,3.521,3.481,4.432,3.338,4.922,4.453,,0.549,4.161,3.249,3.638,3.797,4.166,3.454,
09-10-2023,3.417,3.456,4.115,2.765,3.921,3.402,3.363,4.372,3.228,4.837,4.406,,0.549,4.137,3.129,3.547,3.784,4.104,3.349,
10-10-2023,3.416,3.447,4.161,2.783,3.898,3.402,3.352,4.359,3.202,4.751,4.423,,0.549,4.087,3.142,3.516,3.717,4.065,3.346,
11-10-2023,3.354,3.376,4.021,2.718,3.815,3.342,3.279,4.236,3.157,4.665,4.431,,0.549,4.041,3.068,3.432,3.602,4.041,3.286,
12-10-2023,3.42,3.445,4.091,2.783,3.894,3.386,3.35,4.238,3.22,4.753,4.412,,0.549,3.966,3.139,3.504,3.624,4.083,3.357,
13-10-2023,3.378,3.411,4.081,2.732,3.872,3.358,3.313,4.279,3.186,4.758,4.406,,0.549,4.024,3.09,3.481,3.629,3.985,3.315,
16-10-2023,3.422,3.452,4.107,2.781,3.906,3.392,3.404,4.329,3.221,4.764,4.422,,0.549,4.108,3.134,3.51,3.701,4.069,3.352,
17-10-2023,3.518,3.558,4.19,2.882,4.009,3.506,3.511,4.368,3.322,4.9,4.433,,0.549,4.146,3.238,3.605,3.749,4.179,3.436,
18-10-2023,3.568,3.602,4.212,2.921,4.058,3.549,3.558,4.388,3.375,4.988,4.426,,0.549,4.245,3.284,3.654,3.792,4.439,3.476,
19-10-2023,3.573,3.595,4.213,2.927,4.038,3.536,3.548,4.381,3.369,4.959,4.431,,0.549,4.279,3.292,3.65,3.845,4.302,3.489,
20-10-2023,3.527,3.545,4.163,2.882,3.998,3.501,3.511,4.36,3.327,4.927,4.435,,0.549,4.243,3.248,3.615,3.809,4.363,3.464,
23-10-2023,3.497,3.539,4.152,2.866,3.963,3.482,3.48,4.339,3.31,4.835,4.449,,0.549,4.225,3.23,3.56,3.832,4.261,3.434,
24-10-2023,3.472,3.497,4.107,2.834,3.947,3.443,3.461,4.241,3.258,4.843,4.422,,0.549,4.081,3.199,3.545,3.717,4.115,3.388,
25-10-2023,3.52,3.569,4.144,2.887,4.004,3.5,3.52,4.273,3.326,4.917,4.408,,0.549,4.132,3.251,3.603,3.753,4.156,3.44,
26-10-2023,3.52,3.522,4.104,2.851,3.961,3.474,3.478,4.183,3.295,4.857,4.43,,0.549,4.22,3.211,3.569,3.784,4.121,3.39,
27-10-2023,3.461,3.497,4.091,2.835,3.931,3.444,3.457,4.152,3.263,4.808,4.377,,0.549,4.129,3.189,3.547,3.727,4.113,3.38,
30-10-2023,3.468,3.478,4.048,2.827,3.904,3.445,3.445,4.153,3.246,4.747,4.343,,0.549,4.035,3.173,3.519,3.733,4.1,3.371,
31-10-2023,3.448,3.458,4.009,2.807,3.886,3.411,3.429,4.163,3.242,4.728,4.53,,0.549,4.011,3.15,3.511,3.681,4.07,3.345,
01-11-2023,3.398,3.417,3.975,2.758,3.834,3.361,3.376,4.163,3.195,4.657,4.53,,0.549,4.057,3.11,3.455,3.691,4.07,3.247,
02-11-2023,3.34,3.35,3.923,2.712,3.767,3.305,3.315,4.075,3.145,4.568,4.53,,0.549,3.947,3.055,3.398,3.58,3.973,3.225,
03-11-2023,3.261,3.27,3.86,2.637,3.68,3.226,3.232,3.968,3.071,4.445,4.186,,0.549,3.904,2.976,3.309,3.616,3.901,3.154,
06-11-2023,3.371,3.373,3.934,2.738,3.799,3.317,3.339,4.035,3.166,4.585,4.188,,0.549,3.869,3.081,3.427,3.606,3.98,3.225,
07-11-2023,3.273,3.303,3.893,2.667,3.726,3.252,3.263,3.977,3.093,4.492,4.192,,0.549,3.921,3.01,3.412,3.621,3.926,3.151,
08-11-2023,3.229,3.245,3.876,2.613,3.663,3.184,3.205,3.9,3.039,4.479,4.17,,0.549,3.857,2.953,3.358,3.574,3.878,3.109,
09-11-2023,3.272,3.282,3.886,2.654,3.703,3.232,3.239,3.91,3.068,4.519,4.146,,0.549,3.852,2.99,3.402,3.574,3.899,3.138,
10-11-2023,3.326,3.325,3.945,2.709,3.761,3.289,3.293,3.981,3.131,4.57,4.164,,0.549,3.92,3.051,3.402,3.622,3.985,3.191,
13-11-2023,3.333,3.327,3.962,2.717,3.772,3.301,3.294,3.996,3.128,4.566,4.171,,0.549,3.926,3.052,3.43,3.599,3.988,3.185,
14-11-2023,3.191,3.194,3.848,2.601,3.632,3.158,3.161,3.912,2.985,4.413,4.121,,0.549,3.906,2.925,3.3,3.639,3.852,3.081,
15-11-2023,3.206,3.235,3.854,2.631,3.66,3.185,3.197,3.875,3.029,4.436,4.12,,0.549,3.787,2.955,3.321,3.495,3.909,3.124,
16-11-2023,3.159,3.193,3.767,2.588,3.587,3.13,3.149,3.851,2.975,4.348,4.126,,0.549,3.809,2.917,3.246,3.494,3.814,3.082,
17-11-2023,3.165,3.194,3.777,2.589,3.597,3.138,3.155,3.838,2.982,4.362,4.077,,0.549,3.682,2.916,3.246,3.432,3.814,3.079,
20-11-2023,3.19,3.219,3.805,2.617,3.607,3.17,3.177,3.851,2.994,4.353,4.058,,0.549,3.751,2.94,3.243,3.506,3.836,3.078,
21-11-2023,3.132,3.16,3.676,2.557,3.554,3.11,3.119,3.769,2.95,4.32,4.013,,0.549,3.733,2.885,3.224,3.473,3.81,3.04,
22-11-2023,3.143,3.167,3.668,2.564,3.551,3.123,3.115,3.753,2.947,4.322,4.009,,0.549,3.736,2.894,3.22,3.43,3.803,3.042,
23-11-2023,3.202,3.235,3.739,2.623,3.625,3.188,3.187,3.843,3.014,4.394,4.011,,0.549,3.759,2.96,3.289,3.483,3.877,3.101,
24-11-2023,3.223,3.25,3.765,2.646,3.639,3.206,3.202,3.826,3.024,4.402,4.013,,0.549,3.822,2.983,3.312,3.532,3.892,3.121,
27-11-2023,3.123,3.158,3.695,2.553,3.547,3.11,3.115,3.78,2.929,4.299,4.011,,0.549,3.78,2.892,3.228,3.483,3.78,3.035,
28-11-2023,3.064,3.104,3.72,2.493,3.496,3.055,3.058,3.769,2.88,4.257,4.117,,0.549,3.708,2.834,3.161,3.449,3.74,2.989,
29-11-2023,2.994,3.037,3.561,2.425,3.432,2.984,2.995,3.64,2.818,4.182,4.074,,0.549,3.616,2.761,3.101,3.34,3.653,2.932,
30-11-2023,3.023,3.063,3.614,2.448,3.47,3.016,3.021,3.703,2.832,4.229,4.045,,0.549,3.577,2.783,3.118,3.337,3.677,2.944,
01-12-2023,2.938,2.967,3.502,2.363,3.362,2.931,2.928,3.645,2.73,4.105,4.019,,0.549,3.591,2.693,3.025,3.337,3.579,2.853,
04-12-2023,2.919,2.961,3.454,2.35,3.362,2.912,2.921,3.533,2.71,4.115,3.964,,0.549,3.591,2.683,3.029,3.252,3.576,2.832,
05-12-2023,2.793,2.832,3.424,2.238,3.25,2.798,2.795,3.441,2.556,3.991,3.862,,0.549,3.464,2.563,2.929,3.163,3.444,2.724,
06-12-2023,2.758,2.794,3.377,2.213,3.212,2.757,2.757,3.378,2.492,3.955,4.335,,0.549,3.388,2.54,2.875,3.116,3.404,2.691,
07-12-2023,2.737,2.776,3.355,2.195,3.202,2.758,2.736,3.377,2.514,3.951,4.305,,0.549,3.379,2.517,2.976,3.056,3.38,2.674,
08-12-2023,2.847,2.861,3.433,2.268,3.288,2.825,2.818,3.456,2.611,4.055,4.256,,0.549,3.379,2.594,3.051,3.145,3.492,2.742,
11-12-2023,2.843,2.86,3.436,2.264,3.293,2.849,2.817,3.457,2.618,4.057,4.265,,0.549,3.46,2.598,3.062,3.142,3.502,2.745,
12-12-2023,2.804,2.9,3.394,2.231,3.248,2.796,2.778,3.475,2.561,4.01,4.203,,0.549,3.405,2.56,3.019,3.082,3.446,2.699,
13-12-2023,2.736,2.831,3.348,2.168,3.173,2.726,2.71,3.425,2.511,3.937,4.203,,0.549,3.405,2.489,2.944,3.066,3.393,2.646,
14-12-2023,2.679,2.78,3.261,2.125,3.095,2.668,2.658,3.333,2.435,3.812,3.595,,0.549,3.405,2.438,2.865,2.947,3.304,2.586,
15-12-2023,2.567,2.666,3.147,2.013,2.996,2.569,2.543,3.201,2.339,3.727,3.501,,0.549,3.228,2.334,2.766,2.876,3.206,2.484,
18-12-2023,2.627,2.729,3.192,2.074,3.052,2.628,2.604,3.208,2.399,3.767,3.47,,0.549,3.215,2.388,2.822,2.877,3.259,2.547,
19-12-2023,2.57,2.654,3.121,2.018,2.968,2.563,2.528,3.174,2.314,3.651,3.457,,0.549,3.209,2.325,2.73,2.878,3.177,2.488,
20-12-2023,2.529,2.61,3.091,1.978,2.924,2.519,2.484,3.086,2.272,3.611,3.463,,0.549,3.135,2.295,2.683,2.804,3.133,2.424,
21-12-2023,2.501,2.587,3.063,1.954,2.89,2.502,2.462,3.037,2.264,3.576,3.424,,0.549,3.119,2.275,2.665,2.796,3.126,2.442,
22-12-2023,2.522,2.597,3.027,1.968,2.891,2.51,2.472,3.021,2.3,3.548,3.434,,0.549,3.141,2.265,2.671,2.792,3.13,2.459,
25-12-2023,2.522,2.597,3.027,1.968,2.891,2.51,2.472,3.021,2.3,3.548,3.434,,0.549,3.141,2.265,2.671,2.792,3.13,2.45,
26-12-2023,2.522,2.597,3.027,1.968,2.891,2.51,2.472,3.021,2.3,3.548,3.434,,0.549,3.141,2.265,2.671,2.792,3.13,2.45,
27-12-2023,2.462,2.538,2.994,1.899,2.831,2.453,2.412,2.997,2.203,3.491,3.421,,0.549,3.1,2.202,2.606,2.745,3.062,2.38,
28-12-2023,2.487,2.598,3.047,1.94,2.904,2.493,2.469,3.042,2.21,3.603,3.404,,0.549,3.091,2.258,2.69,2.773,3.114,2.424,
29-12-2023,2.614,2.689,3.168,2.029,3,2.588,2.563,3.076,2.365,3.712,3.432,,0.549,3.125,2.32,2.786,2.857,3.195,2.493,
01-01-2024,2.614,2.689,3.168,2.029,3,2.588,2.563,3.076,2.365,3.712,3.432,,0.549,3.125,2.32,2.786,2.857,3.195,2.494,
02-01-2024,2.629,2.713,3.145,2.064,3.023,2.601,2.6,3.125,2.392,3.714,3.447,,0.549,3.125,2.365,2.809,2.857,3.301,2.519,
03-01-2024,2.587,2.671,3.135,2.016,2.999,2.573,2.557,3.159,2.345,3.702,3.449,,0.549,3.27,2.345,2.789,2.968,3.208,2.442,
04-01-2024,2.681,2.765,3.211,2.105,3.103,2.658,2.643,3.267,2.452,3.789,3.453,,0.549,3.204,2.414,2.877,3,3.321,2.565,
05-01-2024,2.71,2.793,3.231,2.143,3.135,2.685,2.681,3.355,2.486,3.83,3.493,,0.549,3.316,2.455,2.916,3.072,3.371,2.604,
08-01-2024,2.687,2.771,3.261,2.123,3.106,2.67,2.655,3.333,2.451,3.804,3.949,,0.549,3.366,2.44,2.889,3.089,3.34,2.582,
09-01-2024,2.758,2.829,3.283,2.189,3.163,2.732,2.72,3.31,2.507,3.852,3.98,,0.549,3.361,2.503,2.945,3.053,3.396,2.641,
10-01-2024,2.772,2.854,3.299,2.213,3.178,2.761,2.748,3.286,2.54,3.848,4.011,,0.549,3.341,2.522,2.962,2.963,3.418,2.658,
11-01-2024,2.775,2.845,3.268,2.207,3.163,2.748,2.741,3.301,2.531,3.822,4.039,,0.549,3.334,2.514,2.952,2.952,3.417,2.591,
12-01-2024,2.708,2.777,3.211,2.144,3.086,2.695,2.675,3.256,2.468,3.726,3.73,,0.549,3.278,2.45,2.876,2.947,3.352,2.59,
15-01-2024,2.76,2.833,3.257,2.198,3.145,2.746,2.727,3.329,2.524,3.783,3.725,,0.549,3.321,2.507,2.934,2.982,3.408,2.624,
16-01-2024,2.767,2.862,3.234,2.214,3.162,2.757,2.742,3.292,2.548,3.819,3.71,,0.549,3.338,2.522,2.949,2.997,3.432,2.649,
17-01-2024,2.84,2.913,3.364,2.273,3.242,2.845,2.808,3.381,2.608,3.908,3.752,,0.549,3.403,2.587,3.03,3.08,3.506,2.688,
18-01-2024,2.863,2.943,3.351,2.309,3.259,2.862,2.838,3.395,2.79,3.91,3.754,,0.549,3.432,2.623,3.049,3.071,3.517,2.73,
19-01-2024,2.847,2.931,3.361,2.305,3.241,2.839,2.826,3.391,2.772,3.873,3.767,,0.549,3.446,2.615,3.041,3.067,3.481,2.7,
22-01-2024,2.801,2.888,3.305,2.258,3.202,2.802,2.784,3.335,2.725,3.84,3.737,,0.549,3.402,2.567,3.007,3.055,3.443,2.68,
23-01-2024,2.859,2.951,3.365,2.349,3.271,2.863,2.848,3.388,2.786,3.924,3.734,,0.549,3.43,2.631,3.074,3.083,3.504,2.745,
24-01-2024,2.845,2.937,3.352,2.335,3.258,2.847,2.833,3.343,2.779,3.894,3.732,,0.549,3.421,2.616,3.06,3.112,3.491,2.73,
25-01-2024,2.781,2.878,3.299,2.283,3.193,2.781,2.773,3.312,2.72,3.823,3.757,,0.549,3.47,2.564,3.002,3.135,3.434,2.676,
26-01-2024,2.793,2.888,3.311,2.297,3.2,2.793,2.786,3.341,2.724,3.823,3.76,,0.549,3.353,2.574,3.011,3.034,3.432,2.68,
29-01-2024,2.729,2.826,3.239,2.238,3.135,2.73,2.723,3.24,2.659,3.744,3.721,,0.549,3.355,2.514,2.935,2.977,3.371,2.622,
